Geo,Year,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4
204,2010,0.4,0.18,0.28,0.14
205,2010,0.73,0.13,0.07,0.07
206,2010,0.64,0.22,0.1,0.04
207,2010,0.07,0.18,0.39,0.36
208,2010,0.15,0.32,0.21,0.32
209,2010,0.07,0.18,0.27,0.48
210,2010,0.11,0.19,0.28,0.42
211,2010,0.23,0.18,0.34,0.25
212,2010,0.2,0.26,0.3,0.24
213,2010,0.27,0.39,0.24,0.1
214,2010,0.33,0.29,0.26,0.12
215,2010,0.11,0.27,0.37,0.25
216,2010,0.31,0.24,0.27,0.18
217,2010,0.21,0.42,0.2,0.17
218,2010,0.18,0.25,0.3,0.27
219,2010,0.11,0.11,0.25,0.53
220,2010,0.17,0.22,0.18,0.43
221,2010,0.2,0.16,0.29,0.35
222,2010,0.2,0.38,0.22,0.2
223,2010,0.17,0.2,0.25,0.38
224,2010,0.27,0.23,0.19,0.31
225,2010,0.28,0.3,0.3,0.12
226,2010,0.12,0.22,0.37,0.29
227,2010,0.26,0.31,0.31,0.12
228,2010,0.36,0.29,0.22,0.13
229,2010,0.16,0.2,0.38,0.26
230,2010,0.25,0.29,0.21,0.25
231,2010,0.12,0.24,0.31,0.33
232,2010,0.11,0.26,0.32,0.31
233,2010,0.09,0.21,0.35,0.35
234,2010,0.13,0.22,0.37,0.28
235,2010,0.29,0.27,0.24,0.2
236,2010,0.22,0.37,0.31,0.1
237,2010,0.29,0.29,0.24,0.17
238,2010,0.21,0.25,0.32,0.22
239,2010,0.14,0.25,0.3,0.3
240,2010,0.22,0.23,0.27,0.27
241,2010,0.24,0.3,0.26,0.2
242,2010,0.25,0.3,0.35,0.1
243,2010,0.43,0.29,0.21,0.07
244,2010,0.22,0.37,0.28,0.13
245,2010,0.27,0.29,0.22,0.22
246,2010,0.29,0.36,0.23,0.12
247,2010,0.19,0.24,0.38,0.19
248,2010,0.2,0.31,0.27,0.22
249,2010,0.24,0.28,0.15,0.33
250,2010,0.27,0.24,0.24,0.25
251,2010,0.04,0.84,0.12,0
252,2010,0.16,0.22,0.28,0.34
253,2010,0.05,0.14,0.27,0.54
254,2010,0.16,0.21,0.24,0.39
255,2010,0.11,0.19,0.23,0.47
256,2010,0.3,0.27,0.16,0.27
257,2010,0.29,0.15,0.16,0.4
258,2010,0.32,0.22,0.18,0.28
259,2010,0.23,0.19,0.25,0.33
260,2010,0.1,0.17,0.39,0.34
261,2010,0.6,0.19,0.13,0.08
262,2010,0.26,0.23,0.28,0.23
263,2010,0.26,0.29,0.24,0.21
264,2010,0.16,0.22,0.3,0.32
265,2010,0.27,0.13,0.31,0.29
266,2010,0.37,0.37,0.17,0.09
267,2010,0.17,0.26,0.26,0.31
268,2010,0.24,0.2,0.3,0.26
269,2010,0.42,0.26,0.14,0.18
270,2010,0.47,0.21,0.23,0.09
271,2010,0.31,0.36,0.21,0.12
272,2010,0.49,0.3,0.16,0.05
273,2010,0.45,0.26,0.17,0.12
274,2010,0.52,0.17,0.22,0.09
275,2010,0.25,0.3,0.3,0.16
276,2010,0.26,0.25,0.28,0.21
277,2010,0.22,0.16,0.24,0.38
278,2010,0.22,0.22,0.29,0.27
279,2010,0.15,0.12,0.27,0.46
280,2010,0.08,0.08,0.19,0.65
281,2010,0.22,0.19,0.23,0.36
282,2010,0.11,0.14,0.31,0.44
283,2010,0.12,0.18,0.27,0.43
284,2010,0.05,0.11,0.27,0.57
285,2010,0.13,0.11,0.22,0.54
286,2010,0.26,0.4,0.22,0.12
287,2010,0.37,0.25,0.2,0.18
288,2010,0.26,0.29,0.27,0.18
289,2010,0.2,0.16,0.28,0.36
290,2010,0.29,0.29,0.23,0.18
291,2010,0.43,0.22,0.22,0.13
292,2010,0.23,0.34,0.3,0.13
293,2010,0.22,0.37,0.24,0.17
294,2010,0.25,0.29,0.23,0.23
295,2010,0.24,0.23,0.3,0.23
296,2010,0.33,0.3,0.22,0.15
297,2010,0.16,0.31,0.36,0.17
298,2010,0.41,0.32,0.17,0.1
299,2010,0.46,0.31,0.18,0.05
300,2010,0.28,0.19,0.16,0.37
301,2010,0.1,0.17,0.36,0.37
302,2010,0.12,0.22,0.31,0.35
303,2010,0.23,0.16,0.31,0.31
304,2010,0.23,0.32,0.24,0.21
305,2010,0.11,0.21,0.2,0.48
306,2010,0.16,0.14,0.31,0.39
307,2010,0.23,0.12,0.25,0.4
308,2010,0.15,0.23,0.3,0.32
309,2010,0.31,0.25,0.22,0.22
310,2010,0.17,0.18,0.22,0.43
311,2010,0.09,0.16,0.34,0.41
312,2010,0.15,0.27,0.13,0.45
313,2010,0.19,0.24,0.19,0.38
314,2010,0.09,0.25,0.39,0.27
315,2010,0.3,0.19,0.24,0.27
316,2010,0.45,0.38,0.12,0.05
317,2010,0.21,0.27,0.34,0.18
318,2010,0.51,0.26,0.18,0.05
319,2010,0.1,0.22,0.3,0.38
320,2010,0.12,0.26,0.3,0.32
321,2010,0.16,0.25,0.38,0.21
322,2010,0.21,0.2,0.36,0.23
323,2010,0.04,0.03,0.16,0.77
324,2010,0.17,0.21,0.25,0.37
325,2010,0.13,0.21,0.28,0.38
326,2010,0.2,0.21,0.26,0.33
327,2010,0.23,0.23,0.34,0.2
328,2010,0.14,0.29,0.33,0.24
329,2010,0.11,0.35,0.35,0.18
330,2010,0.09,0.18,0.36,0.37
331,2010,0.55,0.2,0.17,0.08
332,2010,0.45,0.13,0.22,0.2
333,2010,0.72,0.1,0.13,0.05
334,2010,0.18,0.31,0.25,0.26
335,2010,0.15,0.25,0.39,0.21
336,2010,0.14,0.23,0.29,0.34
337,2010,0.27,0.26,0.27,0.2
338,2010,0.3,0.31,0.23,0.16
339,2010,0.05,0.25,0.28,0.42
340,2010,0.16,0.2,0.34,0.3
341,2010,0.21,0.19,0.23,0.37
342,2010,0.15,0.24,0.24,0.37
343,2010,0.22,0.17,0.25,0.36
344,2010,0.14,0.46,0.3,0.1
345,2010,0.31,0.34,0.2,0.15
346,2010,0.29,0.36,0.25,0.1
347,2010,0.13,0.35,0.21,0.31
348,2010,0.4,0.38,0.16,0.06
349,2010,0.4,0.33,0.17,0.1
350,2010,0.51,0.26,0.09,0.14
351,2010,0.31,0.24,0.25,0.2
352,2010,0.15,0.21,0.3,0.34
353,2010,0.18,0.23,0.22,0.37
354,2010,0.12,0.32,0.27,0.29
355,2010,0.19,0.27,0.29,0.25
356,2010,0.17,0.33,0.32,0.18
357,2010,0.2,0.44,0.16,0.2
358,2010,0.22,0.19,0.36,0.23
359,2010,0.22,0.26,0.2,0.32
360,2010,0.13,0.27,0.3,0.3
361,2010,0.3,0.13,0.22,0.35
362,2010,0.16,0.18,0.37,0.29
363,2010,0.2,0.18,0.25,0.37
364,2010,0.39,0.28,0.19,0.14
365,2010,0.13,0.27,0.29,0.31
366,2010,0.08,0.25,0.31,0.36
367,2010,0.18,0.2,0.39,0.23
368,2010,0.14,0.19,0.3,0.37
369,2010,0.28,0.32,0.24,0.16
370,2010,0.18,0.36,0.26,0.2
371,2010,0.24,0.36,0.33,0.07
372,2010,0.16,0.16,0.32,0.36
373,2010,0.21,0.23,0.32,0.24
374,2010,0.12,0.27,0.26,0.35
375,2010,0.32,0.36,0.17,0.15
376,2010,0.2,0.24,0.29,0.27
377,2010,0.45,0.37,0.14,0.04
378,2010,0.08,0.19,0.4,0.33
379,2010,0.22,0.22,0.27,0.29
380,2010,0.12,0.24,0.31,0.33
381,2010,0.16,0.34,0.27,0.23
382,2010,0.18,0.26,0.26,0.3
383,2010,0.09,0.15,0.26,0.5
384,2010,0.02,0.18,0.32,0.48
385,2010,0.09,0.24,0.22,0.45
386,2010,0.27,0.25,0.32,0.16
387,2010,0.42,0.27,0.26,0.05
388,2010,0.27,0.36,0.2,0.17
389,2010,0.2,0.21,0.32,0.27
390,2010,0.16,0.34,0.21,0.29
391,2010,0.53,0.13,0.23,0.11
392,2010,0.17,0.32,0.34,0.17
393,2010,0.25,0.17,0.28,0.3
394,2010,0.14,0.22,0.29,0.35
395,2010,0.14,0.35,0.35,0.16
396,2010,0.42,0.27,0.23,0.08
397,2010,0.32,0.23,0.23,0.22
398,2010,0.18,0.35,0.26,0.21
399,2010,0.39,0.16,0.25,0.2
400,2010,0.09,0.24,0.33,0.34
401,2010,0.09,0.09,0.27,0.55
402,2010,0.11,0.28,0.26,0.35
403,2010,0.22,0.24,0.27,0.27
404,2010,0.12,0.23,0.38,0.27
405,2010,0.23,0.24,0.3,0.23
406,2010,0.56,0.24,0.14,0.06
407,2010,0.28,0.41,0.19,0.12
408,2010,0.17,0.25,0.26,0.32
409,2010,0.38,0.21,0.22,0.19
410,2010,0.36,0.26,0.27,0.11
411,2010,0.29,0.38,0.19,0.14
412,2010,0.44,0.37,0.16,0.03
413,2010,0.19,0.39,0.27,0.15
414,2010,0.13,0.28,0.32,0.27
415,2010,0.38,0.39,0.15,0.08
416,2010,0.28,0.29,0.28,0.15
417,2010,0.63,0.35,0.02,0
418,2010,0.39,0.25,0.25,0.11
419,2010,0.3,0.31,0.21,0.18
420,2010,0.18,0.4,0.32,0.1
421,2010,0.35,0.22,0.24,0.19
422,2010,0.25,0.25,0.31,0.19
423,2010,0.23,0.24,0.26,0.26
424,2010,0.22,0.29,0.25,0.24
425,2010,0.42,0.38,0.14,0.06
426,2010,0.6,0.18,0.18,0.04
427,2010,0.3,0.38,0.22,0.1
428,2010,0.41,0.41,0.16,0.03
429,2010,0.29,0.16,0.3,0.25
430,2010,0.35,0.32,0.18,0.15
431,2010,0.18,0.27,0.34,0.21
432,2010,0.25,0.38,0.21,0.16
433,2010,0.53,0.19,0.13,0.15
434,2010,0.1,0.24,0.34,0.32
435,2010,0.18,0.49,0.24,0.09
436,2010,0.15,0.17,0.38,0.3
437,2010,0.11,0.27,0.3,0.32
438,2010,0.14,0.29,0.36,0.21
439,2010,0.34,0.3,0.31,0.05
440,2010,0.36,0.26,0.32,0.06
441,2010,0.29,0.17,0.29,0.25
442,2010,0.17,0.23,0.41,0.19
443,2010,0.21,0.34,0.23,0.22
444,2010,0.33,0.35,0.17,0.15
445,2010,0.6,0.23,0.13,0.04
446,2010,0.53,0.36,0.09,0.02
447,2010,0.45,0.27,0.22,0.06
448,2010,0.37,0.34,0.24,0.05
449,2010,0.2,0.37,0.25,0.18
450,2010,0.34,0.28,0.3,0.08
451,2010,0.37,0.26,0.27,0.1
452,2010,0.31,0.24,0.28,0.17
453,2010,0.42,0.3,0.18,0.1
454,2010,0.46,0.24,0.14,0.16
455,2010,0.57,0.32,0.09,0.02
456,2010,0.23,0.19,0.23,0.35
457,2010,0.32,0.26,0.2,0.22
458,2010,0.39,0.28,0.2,0.13
459,2010,0.28,0.23,0.21,0.28
1,2020,0.16,0.24,0.3,0.3
2,2020,0.24,0.21,0.28,0.28
3,2020,0.17,0.2,0.38,0.25
4,2020,0.12,0.16,0.2,0.52
5,2020,0.15,0.2,0.4,0.25
6,2020,0.2,0.34,0.35,0.11
7,2020,0.3,0.42,0.21,0.07
8,2020,0.34,0.35,0.24,0.07
9,2020,0.48,0.25,0.22,0.05
10,2020,0.44,0.35,0.16,0.05
11,2020,0.33,0.26,0.22,0.19
12,2020,0.34,0.31,0.29,0.06
13,2020,0.25,0.26,0.29,0.2
14,2020,0.37,0.28,0.23,0.12
15,2020,0.3,0.24,0.26,0.2
16,2020,0.44,0.23,0.23,0.1
17,2020,0.32,0.21,0.25,0.22
18,2020,0.34,0.35,0.2,0.11
19,2020,0.31,0.17,0.18,0.34
20,2020,0.34,0.27,0.23,0.16
21,2020,0.14,0.16,0.19,0.51
22,2020,0.18,0.32,0.25,0.25
23,2020,0.08,0.32,0.25,0.35
24,2020,0.24,0.24,0.27,0.25
25,2020,0.17,0.21,0.33,0.29
26,2020,0.22,0.27,0.2,0.31
27,2020,0.34,0.34,0.28,0.04
28,2020,0.25,0.38,0.3,0.07
29,2020,0.35,0.35,0.22,0.08
30,2020,0.36,0.25,0.2,0.19
31,2020,0.25,0.19,0.28,0.28
32,2020,0.09,0.14,0.22,0.55
33,2020,0.36,0.27,0.21,0.16
34,2020,0.33,0.18,0.24,0.25
35,2020,0.26,0.18,0.2,0.36
36,2020,0.44,0.2,0.22,0.14
37,2020,0.06,0.14,0.27,0.53
38,2020,0.26,0.19,0.22,0.33
39,2020,0.05,0.12,0.21,0.62
40,2020,0.09,0.17,0.38,0.36
41,2020,0.16,0.16,0.23,0.45
42,2020,0.09,0.15,0.24,0.52
43,2020,0.2,0.21,0.3,0.3
44,2020,0.14,0.25,0.24,0.37
45,2020,0.11,0.35,0.31,0.23
46,2020,0.22,0.36,0.27,0.15
47,2020,0.27,0.27,0.26,0.2
48,2020,0.47,0.24,0.13,0.16
49,2020,0.16,0.18,0.25,0.41
50,2020,0.13,0.18,0.3,0.39
51,2020,0.17,0.22,0.28,0.33
52,2020,0.47,0.29,0.18,0.06
53,2020,0.33,0.28,0.21,0.18
54,2020,0.58,0.24,0.12,0.06
55,2020,0.36,0.33,0.18,0.13
56,2020,0.29,0.26,0.26,0.19
57,2020,0.13,0.22,0.28,0.37
58,2020,0.31,0.31,0.25,0.13
59,2020,0.25,0.31,0.24,0.2
60,2020,0.26,0.21,0.23,0.3
61,2020,0.36,0.29,0.21,0.14
62,2020,0.22,0.28,0.24,0.26
63,2020,0.34,0.29,0.2,0.17
64,2020,0.41,0.28,0.21,0.1
65,2020,0.21,0.22,0.27,0.3
66,2020,0.29,0.38,0.23,0.1
67,2020,0.12,0.36,0.28,0.24
68,2020,0.56,0.18,0.16,0.1
69,2020,0.23,0.22,0.35,0.2
70,2020,0.48,0.25,0.17,0.1
71,2020,0.33,0.35,0.21,0.11
72,2020,0.34,0.16,0.31,0.19
73,2020,0.24,0.1,0.3,0.36
74,2020,0.2,0.11,0.12,0.57
75,2020,0.03,0.05,0.23,0.69
76,2020,0.15,0.09,0.1,0.66
77,2020,0.33,0.09,0.16,0.42
78,2020,0.51,0,0.24,0.25
79,2020,0.39,0.11,0.26,0.24
80,2020,0.02,0.11,0.48,0.39
81,2020,0.2,0.2,0.12,0.48
82,2020,0.18,0.33,0.34,0.15
83,2020,0.2,0.1,0.26,0.44
84,2020,0.27,0.17,0.27,0.29
85,2020,0.23,0.22,0.22,0.33
86,2020,0.05,0.11,0.24,0.6
87,2020,0.13,0.17,0.28,0.42
88,2020,0.14,0.1,0.17,0.59
89,2020,0.19,0.11,0.22,0.48
90,2020,0.2,0.22,0.15,0.43
91,2020,0.14,0.21,0.29,0.36
92,2020,0.08,0.19,0.16,0.57
93,2020,0.08,0.09,0.32,0.51
94,2020,0.11,0.21,0.35,0.33
95,2020,0.19,0.22,0.25,0.34
96,2020,0.15,0.17,0.27,0.41
97,2020,0.28,0.23,0.23,0.26
98,2020,0.1,0.19,0.23,0.48
99,2020,0.25,0.2,0.27,0.28
100,2020,0.15,0.19,0.31,0.35
101,2020,0.21,0.27,0.19,0.33
102,2020,0.15,0.11,0.11,0.63
103,2020,0.17,0.08,0.16,0.59
104,2020,0.08,0.1,0.18,0.64
105,2020,0.05,0.08,0.17,0.7
106,2020,0.09,0.21,0.33,0.37
107,2020,0.3,0.32,0.21,0.17
108,2020,0.29,0.18,0.34,0.19
109,2020,0.69,0.07,0.24,0
110,2020,0.49,0.24,0.15,0.12
111,2020,0.38,0.22,0.26,0.14
112,2020,0.57,0.23,0.12,0.08
113,2020,0.41,0.36,0.19,0.04
114,2020,0.33,0.25,0.23,0.19
115,2020,0.41,0.29,0.21,0.09
116,2020,0.26,0.43,0.18,0.13
117,2020,0.31,0.24,0.31,0.15
118,2020,0.35,0.29,0.24,0.12
119,2020,0.42,0.27,0.18,0.13
120,2020,0.36,0.37,0.19,0.08
121,2020,0.65,0.21,0.11,0.03
122,2020,0.43,0.35,0.18,0.04
123,2020,0.59,0.2,0.17,0.04
124,2020,0.36,0.39,0.19,0.06
125,2020,0.38,0.38,0.22,0.02
126,2020,0.4,0.3,0.24,0.06
127,2020,0.36,0.38,0.17,0.09
128,2020,0.24,0.24,0.31,0.21
129,2020,0.29,0.31,0.33,0.07
130,2020,0.51,0.37,0.1,0.02
131,2020,0.44,0.25,0.16,0.15
132,2020,0.36,0.33,0.18,0.13
133,2020,0.41,0.36,0.11,0.12
134,2020,0.43,0.28,0.23,0.06
135,2020,0.46,0.34,0.16,0.04
136,2020,0.38,0.25,0.26,0.11
137,2020,0.26,0.29,0.28,0.17
138,2020,0.37,0.23,0.23,0.17
139,2020,0.37,0.21,0.2,0.22
140,2020,0.32,0.42,0.2,0.06
141,2020,0.49,0.28,0.16,0.07
142,2020,0.45,0.22,0.24,0.09
143,2020,0.52,0.34,0.09,0.05
144,2020,0.51,0.24,0.14,0.11
145,2020,0.37,0.35,0.2,0.08
146,2020,0.65,0.2,0.13,0.02
147,2020,0.5,0.21,0.22,0.07
148,2020,0.45,0.31,0.15,0.09
149,2020,0.09,0.29,0.29,0.33
150,2020,0.18,0.39,0.25,0.18
151,2020,0.16,0.35,0.3,0.19
152,2020,0.21,0.2,0.32,0.27
153,2020,0.28,0.28,0.24,0.2
154,2020,0.52,0.26,0.15,0.07
155,2020,0.22,0.27,0.33,0.18
156,2020,0.32,0.39,0.23,0.06
157,2020,0.2,0.39,0.28,0.13
158,2020,0.27,0.26,0.26,0.21
159,2020,0.48,0.35,0.12,0.05
160,2020,0.25,0.25,0.29,0.21
161,2020,0.23,0.31,0.29,0.17
162,2020,0.12,0.24,0.33,0.31
163,2020,0.3,0.3,0.16,0.23
164,2020,0.14,0.31,0.33,0.22
165,2020,0.42,0.29,0.17,0.12
166,2020,0.25,0.2,0.34,0.21
167,2020,0.5,0.17,0.23,0.1
168,2020,0.35,0.42,0.15,0.08
169,2020,0.16,0.33,0.28,0.23
170,2020,0.51,0.07,0.07,0.35
171,2020,0.25,0.25,0.25,0.25
172,2020,0.12,0.09,0.25,0.54
173,2020,0.18,0.2,0.19,0.43
174,2020,0.11,0.25,0.25,0.39
175,2020,0.18,0.18,0.21,0.43
176,2020,0.11,0.18,0.21,0.5
177,2020,0.17,0.25,0.22,0.36
178,2020,0.09,0.08,0.18,0.65
179,2020,0.04,0.13,0.31,0.52
180,2020,0.14,0.14,0.21,0.51
181,2020,0.12,0.1,0.18,0.6
182,2020,0.1,0.12,0.26,0.52
183,2020,0.16,0.26,0.16,0.42
184,2020,0.11,0.2,0.23,0.46
185,2020,0.13,0.17,0.26,0.44
186,2020,0.35,0.26,0.23,0.16
187,2020,0.34,0.31,0.26,0.09
188,2020,0.32,0.26,0.32,0.09
189,2020,0.31,0.31,0.27,0.11
190,2020,0.5,0.21,0.13,0.16
191,2020,0.18,0.32,0.28,0.22
192,2020,0.19,0.25,0.34,0.22
193,2020,0.15,0.22,0.34,0.29
194,2020,0.33,0.37,0.2,0.1
195,2020,0.31,0.31,0.27,0.11
196,2020,0.26,0.34,0.25,0.15
197,2020,0.15,0.25,0.33,0.27
198,2020,0.43,0.23,0.23,0.11
199,2020,0.37,0.35,0.19,0.09
200,2020,0.24,0.24,0.33,0.19
201,2020,0.26,0.23,0.35,0.16
202,2020,0.12,0.38,0.28,0.22
203,2020,0.1,0.26,0.32,0.32
204,2020,0.4,0.18,0.28,0.14
205,2020,0.73,0.13,0.07,0.07
206,2020,0.64,0.22,0.1,0.04
207,2020,0.07,0.18,0.39,0.36
208,2020,0.15,0.32,0.21,0.32
209,2020,0.07,0.18,0.27,0.48
210,2020,0.11,0.19,0.28,0.42
211,2020,0.23,0.18,0.34,0.25
212,2020,0.2,0.26,0.3,0.24
213,2020,0.27,0.39,0.24,0.1
214,2020,0.33,0.29,0.26,0.12
215,2020,0.11,0.27,0.37,0.25
216,2020,0.31,0.24,0.27,0.18
217,2020,0.21,0.42,0.2,0.17
218,2020,0.18,0.25,0.3,0.27
219,2020,0.11,0.11,0.25,0.53
220,2020,0.17,0.22,0.18,0.43
221,2020,0.2,0.16,0.29,0.35
222,2020,0.2,0.38,0.22,0.2
223,2020,0.17,0.2,0.25,0.38
224,2020,0.27,0.23,0.19,0.31
225,2020,0.28,0.3,0.3,0.12
226,2020,0.12,0.22,0.37,0.29
227,2020,0.26,0.31,0.31,0.12
228,2020,0.36,0.29,0.22,0.13
229,2020,0.16,0.2,0.38,0.26
230,2020,0.25,0.29,0.21,0.25
231,2020,0.12,0.24,0.31,0.33
232,2020,0.11,0.26,0.32,0.31
233,2020,0.09,0.21,0.35,0.35
234,2020,0.13,0.22,0.37,0.28
235,2020,0.29,0.27,0.24,0.2
236,2020,0.22,0.37,0.31,0.1
237,2020,0.29,0.29,0.24,0.17
238,2020,0.21,0.25,0.32,0.22
239,2020,0.14,0.25,0.3,0.3
240,2020,0.22,0.23,0.27,0.27
241,2020,0.24,0.3,0.26,0.2
242,2020,0.25,0.3,0.35,0.1
243,2020,0.43,0.29,0.21,0.07
244,2020,0.22,0.37,0.28,0.13
245,2020,0.27,0.29,0.22,0.22
246,2020,0.29,0.36,0.23,0.12
247,2020,0.19,0.24,0.38,0.19
248,2020,0.2,0.31,0.27,0.22
249,2020,0.24,0.28,0.15,0.33
250,2020,0.27,0.24,0.24,0.25
251,2020,0.04,0.84,0.12,0
252,2020,0.16,0.22,0.28,0.34
253,2020,0.05,0.14,0.27,0.54
254,2020,0.16,0.21,0.24,0.39
255,2020,0.11,0.19,0.23,0.47
256,2020,0.3,0.27,0.16,0.27
257,2020,0.29,0.15,0.16,0.4
258,2020,0.32,0.22,0.18,0.28
259,2020,0.23,0.19,0.25,0.33
260,2020,0.1,0.17,0.39,0.34
261,2020,0.6,0.19,0.13,0.08
262,2020,0.26,0.23,0.28,0.23
263,2020,0.26,0.29,0.24,0.21
264,2020,0.16,0.22,0.3,0.32
265,2020,0.27,0.13,0.31,0.29
266,2020,0.37,0.37,0.17,0.09
267,2020,0.17,0.26,0.26,0.31
268,2020,0.24,0.2,0.3,0.26
269,2020,0.42,0.26,0.14,0.18
270,2020,0.47,0.21,0.23,0.09
271,2020,0.31,0.36,0.21,0.12
272,2020,0.49,0.3,0.16,0.05
273,2020,0.45,0.26,0.17,0.12
274,2020,0.52,0.17,0.22,0.09
275,2020,0.25,0.3,0.3,0.16
276,2020,0.26,0.25,0.28,0.21
277,2020,0.22,0.16,0.24,0.38
278,2020,0.22,0.22,0.29,0.27
279,2020,0.15,0.12,0.27,0.46
280,2020,0.08,0.08,0.19,0.65
281,2020,0.22,0.19,0.23,0.36
282,2020,0.11,0.14,0.31,0.44
283,2020,0.12,0.18,0.27,0.43
284,2020,0.05,0.11,0.27,0.57
285,2020,0.13,0.11,0.22,0.54
286,2020,0.26,0.4,0.22,0.12
287,2020,0.37,0.25,0.2,0.18
288,2020,0.26,0.29,0.27,0.18
289,2020,0.2,0.16,0.28,0.36
290,2020,0.29,0.29,0.23,0.18
291,2020,0.43,0.22,0.22,0.13
292,2020,0.23,0.34,0.3,0.13
293,2020,0.22,0.37,0.24,0.17
294,2020,0.25,0.29,0.23,0.23
295,2020,0.24,0.23,0.3,0.23
296,2020,0.33,0.3,0.22,0.15
297,2020,0.16,0.31,0.36,0.17
298,2020,0.41,0.32,0.17,0.1
299,2020,0.46,0.31,0.18,0.05
300,2020,0.28,0.19,0.16,0.37
301,2020,0.1,0.17,0.36,0.37
302,2020,0.12,0.22,0.31,0.35
303,2020,0.23,0.16,0.31,0.31
304,2020,0.23,0.32,0.24,0.21
305,2020,0.11,0.21,0.2,0.48
306,2020,0.16,0.14,0.31,0.39
307,2020,0.23,0.12,0.25,0.4
308,2020,0.15,0.23,0.3,0.32
309,2020,0.31,0.25,0.22,0.22
310,2020,0.17,0.18,0.22,0.43
311,2020,0.09,0.16,0.34,0.41
312,2020,0.15,0.27,0.13,0.45
313,2020,0.19,0.24,0.19,0.38
314,2020,0.09,0.25,0.39,0.27
315,2020,0.3,0.19,0.24,0.27
316,2020,0.45,0.38,0.12,0.05
317,2020,0.21,0.27,0.34,0.18
318,2020,0.51,0.26,0.18,0.05
319,2020,0.1,0.22,0.3,0.38
320,2020,0.12,0.26,0.3,0.32
321,2020,0.16,0.25,0.38,0.21
322,2020,0.21,0.2,0.36,0.23
323,2020,0.04,0.03,0.16,0.77
324,2020,0.17,0.21,0.25,0.37
325,2020,0.13,0.21,0.28,0.38
326,2020,0.2,0.21,0.26,0.33
327,2020,0.23,0.23,0.34,0.2
328,2020,0.14,0.29,0.33,0.24
329,2020,0.11,0.35,0.35,0.18
330,2020,0.09,0.18,0.36,0.37
331,2020,0.55,0.2,0.17,0.08
332,2020,0.45,0.13,0.22,0.2
333,2020,0.72,0.1,0.13,0.05
334,2020,0.18,0.31,0.25,0.26
335,2020,0.15,0.25,0.39,0.21
336,2020,0.14,0.23,0.29,0.34
337,2020,0.27,0.26,0.27,0.2
338,2020,0.3,0.31,0.23,0.16
339,2020,0.05,0.25,0.28,0.42
340,2020,0.16,0.2,0.34,0.3
341,2020,0.21,0.19,0.23,0.37
342,2020,0.15,0.24,0.24,0.37
343,2020,0.22,0.17,0.25,0.36
344,2020,0.14,0.46,0.3,0.1
345,2020,0.31,0.34,0.2,0.15
346,2020,0.29,0.36,0.25,0.1
347,2020,0.13,0.35,0.21,0.31
348,2020,0.4,0.38,0.16,0.06
349,2020,0.4,0.33,0.17,0.1
350,2020,0.51,0.26,0.09,0.14
351,2020,0.31,0.24,0.25,0.2
352,2020,0.15,0.21,0.3,0.34
353,2020,0.18,0.23,0.22,0.37
354,2020,0.12,0.32,0.27,0.29
355,2020,0.19,0.27,0.29,0.25
356,2020,0.17,0.33,0.32,0.18
357,2020,0.2,0.44,0.16,0.2
358,2020,0.22,0.19,0.36,0.23
359,2020,0.22,0.26,0.2,0.32
360,2020,0.13,0.27,0.3,0.3
361,2020,0.3,0.13,0.22,0.35
362,2020,0.16,0.18,0.37,0.29
363,2020,0.2,0.18,0.25,0.37
364,2020,0.39,0.28,0.19,0.14
365,2020,0.13,0.27,0.29,0.31
366,2020,0.08,0.25,0.31,0.36
367,2020,0.18,0.2,0.39,0.23
368,2020,0.14,0.19,0.3,0.37
369,2020,0.28,0.32,0.24,0.16
370,2020,0.18,0.36,0.26,0.2
371,2020,0.24,0.36,0.33,0.07
372,2020,0.16,0.16,0.32,0.36
373,2020,0.21,0.23,0.32,0.24
374,2020,0.12,0.27,0.26,0.35
375,2020,0.32,0.36,0.17,0.15
376,2020,0.2,0.24,0.29,0.27
377,2020,0.45,0.37,0.14,0.04
378,2020,0.08,0.19,0.4,0.33
379,2020,0.22,0.22,0.27,0.29
380,2020,0.12,0.24,0.31,0.33
381,2020,0.16,0.34,0.27,0.23
382,2020,0.18,0.26,0.26,0.3
383,2020,0.09,0.15,0.26,0.5
384,2020,0.02,0.18,0.32,0.48
385,2020,0.09,0.24,0.22,0.45
386,2020,0.27,0.25,0.32,0.16
387,2020,0.42,0.27,0.26,0.05
388,2020,0.27,0.36,0.2,0.17
389,2020,0.2,0.21,0.32,0.27
390,2020,0.16,0.34,0.21,0.29
391,2020,0.53,0.13,0.23,0.11
392,2020,0.17,0.32,0.34,0.17
393,2020,0.25,0.17,0.28,0.3
394,2020,0.14,0.22,0.29,0.35
395,2020,0.14,0.35,0.35,0.16
396,2020,0.42,0.27,0.23,0.08
397,2020,0.32,0.23,0.23,0.22
398,2020,0.18,0.35,0.26,0.21
399,2020,0.39,0.16,0.25,0.2
400,2020,0.09,0.24,0.33,0.34
401,2020,0.09,0.09,0.27,0.55
402,2020,0.11,0.28,0.26,0.35
403,2020,0.22,0.24,0.27,0.27
404,2020,0.12,0.23,0.38,0.27
405,2020,0.23,0.24,0.3,0.23
406,2020,0.56,0.24,0.14,0.06
407,2020,0.28,0.41,0.19,0.12
408,2020,0.17,0.25,0.26,0.32
